# TOKENS DE ATS POR FAMILIA - LISTA VERSIONADA, 18/09/2026 08h36 UTC (Jhon A, 17o turno)
#
# POR QUE ESTE ARQUIVO EXISTE: ate hoje cada varredura remontava a fila de tokens por REGEX
# SOBRE URL nos arquivos do repositorio, e isso apagava silenciosamente todo token que mora
# numa COLUNA `token` e nunca foi escrito como URL. Medido em 18/09: 147 tokens invisiveis a
# regex de URL (Ashby +30 sobre 24, BambooHR +41 sobre 87, Lever +20 sobre 27, Teamtailor +17,
# Greenhouse +14, Workable +14, Recruitee +10, SmartRecruiters +1). A varredura de 00h41 e a
# minha das 08h30 rodaram as duas sobre a lista curta. Varredos os 147 na janela de 18/09:
# 2.843 vagas a mais, 123 publicadas a mais, ZERO acerto da disciplina - o buraco era de
# COBERTURA e nao de resultado, mas ninguem podia saber isso antes de medir.
#
# COMO USAR: leia ESTE arquivo para montar a fila. Nao remonte por regex.
#
# COLUNA origem
#   url    -> o token aparece como URL em algum arquivo (era o que a regex achava)
#   coluna -> o token SO existe como coluna `token`; era invisivel para toda varredura anterior
#
# COLUNA adivinhado - e a parte que mais importa no Teamtailor
#   sim      -> token que entrou por ADIVINHACAO DE SLUG na rodada de 10/09
#               (quadros-tt-rec-1545-1009.csv) e cuja identidade NUNCA foi conferida contra o
#               nome da casa. 00h41 de hoje mediu que 77% do volume e 91% da recencia da
#               familia Teamtailor vinham daqui, e que o campo `title` do JSON Feed DESMENTE o
#               slug um por um: `house` e a Iam, `rhino` e a Diamond, `seven` e a Baar,
#               `habitat` e a HEALTH CITY, `black` e a Eventus, `butter` e a All Gravy.
#               NAO CONTE a vaga desses tokens sem comparar `title` com o nome da casa.
#   suspeito -> veio da rodada de adivinhacao de 10/09 e DEPOIS foi promovido para o
#               docs/index.html ou para o processados.csv. A promocao nao e prova de
#               identidade: pode ter sido a propria rodada de adivinhacao que o promoveu.
#   nao      -> o token tem origem independente da rodada de adivinhacao.
#
# ARMADILHA MEDIDA HOJE, E ELA ESTA DENTRO DE UM ARQUIVO DESTE REPOSITORIO: a coluna
#   `conferido` do quadros-fora-censo-1209.csv registra LEITURA CONFERIDA, nao IDENTIDADE
#   CONFERIDA. Ela diz `SIM` para `black`, `habitat`, `seven` e `butter` - os quatro que 00h41
#   provou serem casa nenhuma da area. Aquele arquivo apenas RETESTOU a mesma lista adivinhada,
#   entao ele NAO e evidencia independente e nao promove token a real. Por isso, aqui,
#   quadros-fora-censo-1209.csv nao conta como origem independente.
#
# ATENCAO SMARTRECRUITERS: o endpoint NAO e sensivel a caixa da letra e a lista antiga tinha dez
#   pares duplicados que so diferiam na caixa, e eram justamente os quadros GRANDES (Ubisoft2,
#   KeywordsStudios, NBCUniversal3, CDPROJEKTRED, MattelInc, PeopleCanFly, RodeoFX, OutpostVFX,
#   TechlandSA, GIANTSSoftwareGmbH), o que inflava a familia em ~91%. Aqui os tokens estao em
#   MINUSCULO e unicos; conte vaga por ID UNICO, nunca por quadro lido.
#
# ATENCAO WORKABLE: o 429/1015 vem com cabecalho Retry-After de 15.062 a 17.199 segundos
#   (4h11 a 4h47), medido em 18/09. A familia rende no maximo UMA leitura por token a cada
#   ~5 horas: varredura de uma vez ao dia, nunca de todo turno.
#
#
# 18/09 10h30 UTC (Jhon A, 18o turno) - COLUNAS NOVAS `identidade`, `nome_real`, `vagas_1809`:
#   a IDENTIDADE REAL dos 131 tokens adivinhados (+30 suspeitos) foi lida DE GRACA, sem
#   requisicao extra alem da propria leitura do quadro: `title` do JSON Feed no Teamtailor e
#   `company_name` da oferta no Recruitee. Nada foi apagado; as colunas velhas estao intactas.
#   valores: casa-real  = o nome devolvido e de casa de jogo/animacao/VFX de verdade
#            homonimo   = o quadro responde, mas o nome e de OUTRA empresa fora da disciplina
#            vazio      = quadro sem identidade legivel (Recruitee sem oferta, ou HTTP 404)
#            nao-aplica = token de origem independente, nao entrou nesta conferencia
#   MEDIDO: 161 tokens lidos, 47 casa-real, 103 homonimo, 11 vazio.
#   O Recruitee ainda REDIRECIONA o slug falso para o slug verdadeiro (sisu -> silverein), o que
#   e prova mais forte que o company_name: a URL final do curl entrega o locatario real.
#
# 18/09 10h40 UTC - ADENDO DO MESMO TURNO: a conferencia de identidade foi ESTENDIDA aos 95
#   tokens de Teamtailor e Recruitee de origem INDEPENDENTE (os que estavam `nao-aplica`),
#   porque nessas duas familias a identidade sai de graca e deixar 'NAO CONFERIDO' escrito
#   custava o mesmo que medir. RESULTADO: 56 casa-real, 8 HOMONIMO e 31 vazio/404.
#   HOMONIMOS de origem independente, ou seja o erro NAO era so da rodada de adivinhacao:
#     recruitee/airworks = Airworks Inflatables BV ; recruitee/headfirst = HeadFirst B.V.
#     recruitee/grafischlyceumutrecht = escola ; teamtailor/parkerschauffeurs = motoristas
#     teamtailor/podimo = podcast ; teamtailor/egmont = editora ; teamtailor/presto
#     teamtailor/clickoutmedia = midia de afiliados
#   ALIAS MORTO: 23 tokens de Teamtailor e 8 de Recruitee respondem 404/erro e varios sao o
#   MESMO quadro escrito de outro jeito - paradox/paradoxinteractive/paradoxplaza (so
#   paradox-interactive vive), sybogames (so sybo), stunlockstudios (so stunlocksstudios),
#   goodbyekansasstudios (so goodbyekansas), envar (so envarstudio), fundagames (so
#   fundaygames), snowprint (so snowprintstudios). Contar token e contar quadro NAO e a
#   mesma coisa, e a diferenca aqui e de 31 em 95.
familia,token,origem,adivinhado,arquivos_de_origem,identidade,nome_real,vagas_1809
greenhouse,2k,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
greenhouse,31stunion,url,nao,"processados.csv;quadros-novos-1009.csv",nao-aplica,,
greenhouse,absurdventures,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,atariinc,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,athinkingape,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,atomiccartoons,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;processados.csv",nao-aplica,,
greenhouse,azragames,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,azragamesoa,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,bethesda,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,bluehole,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
greenhouse,blurstudio,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,brandnewschool,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
greenhouse,bungie,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,catdaddy,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,cloudchamberen,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv",nao-aplica,,
greenhouse,coatsink,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,company,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,corp,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,crystaldynamics,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
greenhouse,daybreakgames,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,digitaleclipse,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",nao-aplica,,
greenhouse,digitalextremes,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,disney,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,dots,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,eleventhhourgames,url,nao,"index.html;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
greenhouse,encore,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,epicgames,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,fanaticscollectibles,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,firaxis,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,firesprite,url,nao,"garimpo-cgstudiomap.csv;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
greenhouse,gearbox,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,goodjobgames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
greenhouse,gravity,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,gravitywell,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,hasbro,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv",nao-aplica,,
greenhouse,haven,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,havenenglish,url,nao,"index.html;processados.csv;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
greenhouse,hbstudios,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,highdive,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,hook,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,housemarque,url,nao,"garimpo-cgstudiomap.csv;processados.csv;quadros-dominio-1609.csv;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
greenhouse,insomniac,url,nao,"garimpo-pdf-fontes.csv;quadros-dominio-1609.csv;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,inzoistudio,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,jamfilled,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,jellyvision,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,krafton,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,kswh,coluna,nao,"censo-boards-0709.csv;censo-boards-0809.csv",nao-aplica,,
greenhouse,laika,url,nao,"index.html;processados.csv",nao-aplica,,
greenhouse,lift,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,linkedin,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,loonshotgames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
greenhouse,mobentertainment,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
greenhouse,mobilityware,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,monomipark,url,nao,"quadros-fora-censo-1209.csv;quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,naughtydog,url,nao,"garimpo-pdf-fontes.csv;quadros-fora-censo-1209.csv;quadros-novos-1009.csv",nao-aplica,,
greenhouse,ncamerica,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
greenhouse,neteasegames,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,nightdivestudios,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,nmcareers,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,nmcareers.,url,nao,"index.html",nao-aplica,,
greenhouse,nordeus,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,panicbutton,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,pdi,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,phoenixlabsyvren,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,playq,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,playstationlondonstudio,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,pmstudios,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,pocketgems,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,psyonix,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,remedy,url,nao,"processados.csv",nao-aplica,,
greenhouse,riotgames,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,ritual,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,roblox,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,route2,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,scopely,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,sggcareers,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,siei,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
greenhouse,socialpoint,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,sonyinteractiveentertainmentglobal,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
greenhouse,sonypicturesanimation,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
greenhouse,sonypicturesimageworks,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;personagem-quadros-1009.csv;processados.csv",nao-aplica,,
greenhouse,sphereentertainment,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,studiokraftonboard,url,nao,"garimpo-pdf-fontes.csv;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,supernaturalstudios,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,swayboxstudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html",nao-aplica,,
greenhouse,tactilegames,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,teamlfg,url,nao,"garimpo-pdf-fontes.csv;quadros-fora-censo-1209.csv",nao-aplica,,
greenhouse,tripledotstudios,coluna,nao,"censo-boards-0709.csv;censo-boards-0809.csv",nao-aplica,,
greenhouse,tripwireinteractive,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
greenhouse,truecaller,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,unknownworlds,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;quadros-dominio-1609.csv",nao-aplica,,
greenhouse,uplift,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
greenhouse,wargamingen,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv",nao-aplica,,
greenhouse,watermelon,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
greenhouse,wbpa,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
lever,activetheory,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,aleph,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,amanotes,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
lever,asobostudio,url,nao,"garimpo-cgstudiomap.csv;garimpo-pdf-fontes.csv;index.html;quadros-novos-1009.csv",nao-aplica,,
lever,avalanchestudios,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;pessoas.csv;quadros-dominio-1609.csv",nao-aplica,,
lever,bentoboxent,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;processados.csv",nao-aplica,,
lever,bhvr,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;processados.csv;quadros-dominio-1609.csv",nao-aplica,,
lever,blackbirdinteractive,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html;processados.csv",nao-aplica,,
lever,codeway,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,dailywire,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,dreamgames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html",nao-aplica,,
lever,fanatee,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,frontier,url,nao,"garimpo-cgstudiomap.csv;garimpo-pdf-fontes.csv;index.html;pessoas.csv",nao-aplica,,
lever,genesis,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,illumination,url,nao,"garimpo-pdf-fontes.csv;index.html;processados.csv;quadros-fora-censo-1209.csv",nao-aplica,,
lever,immutable,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
lever,jamcity,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",nao-aplica,,
lever,jito,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,kabam,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;processados.csv",nao-aplica,,
lever,kickstart-ent,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
lever,kolibrigames,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
lever,larian,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html;personagem-quadros-1009.csv;processados.csv;quadros-dominio-1609.csv",nao-aplica,,
lever,linkedin,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
lever,lovepop,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,lumeto,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,magnopus,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
lever,minogames,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
lever,neowiz,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;processados.csv",nao-aplica,,
lever,plexus,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,procreate,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,quanticdream,url,nao,"index.html",nao-aplica,,
lever,ramenvr,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
lever,reli-sh,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
lever,reply,url,nao,"quadros-dominio-1609.csv",nao-aplica,,
lever,sandboxvr,coluna,nao,"quadros-novos-1009.csv",nao-aplica,,
lever,search,url,nao,"processados.csv",nao-aplica,,
lever,searchlocations,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
lever,skyboxlabs,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html",nao-aplica,,
lever,skydance,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;processados.csv;quadros-dominio-1609.csv",nao-aplica,,
lever,theorycraftgames,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
lever,thinkingbox,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv",nao-aplica,,
lever,titmouse,url,nao,"index.html;processados.csv;quadros-novos-1009.csv",nao-aplica,,
lever,vrchat,coluna,nao,"quadros-fora-censo-1209.csv",nao-aplica,,
lever,wildlight,url,nao,"index.html;quadros-fora-censo-1209.csv",nao-aplica,,
lever,winamax,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
lever,wisdomtree,url,nao,"quadros-novos-wikidata-1509.csv",nao-aplica,,
lever,zoox,coluna,nao,"censo-artstation-ats-1709.csv",nao-aplica,,
recruitee,11bitstudios,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"11 bit studios",5
recruitee,adam,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"More Driver Solutions",74
recruitee,airworks,coluna,nao,"censo-artstation-ats-1709.csv",homonimo,"Airworks Inflatables BV",4
recruitee,alex,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Nikon Europe B.V.",4
recruitee,angels,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,animus,coluna,nao,"censo-artstation-ats-1709.csv",vazio,"",0
recruitee,anyone,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Anyone.com",2
recruitee,assembly,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Assembly",4
recruitee,blank,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Zenzero",10
recruitee,blooberteam,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,bloom,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"BLOOM",3
recruitee,brain,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Brainsquare",5
recruitee,bright,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"BRIGHT Operations GmbH",9
recruitee,brink,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,careers-analytics,coluna,nao,"quadros-fora-censo-1209.csv;quadros-novos-1009.csv",vazio,"",0
recruitee,chaos,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Chaos",16
recruitee,chimpworks,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,cipsoft,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"CipSoft GmbH",2
recruitee,circuit,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,clarity,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Clarity Travel",2
recruitee,classy,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Huuuge Games",7
recruitee,clever,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"CLEVER",3
recruitee,cloudfire,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Cloudfire GmbH",13
recruitee,cold,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"COLD",1
recruitee,company3,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Company3",1
recruitee,crazygames,coluna,nao,"quadros-novos-1009.csv",casa-real,"Maxflow BV / CrazyGames",2
recruitee,daredevils,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Daredevils",1
recruitee,dovetailgames,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;index.html",casa-real,"Dovetail Games Ltd",2
recruitee,eleven,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"ELEVEN Consulting Group",1
recruitee,ember,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Ember",29
recruitee,emergo,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"E-mergo",6
recruitee,escape,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Escape B.V.",24
recruitee,focusentertainment,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Pullup Entertainment",8
recruitee,focushomeinteractive,url,nao,"quadros-novos-1009.csv;quadros-novos-wikidata-1509.csv",casa-real,"Pullup Entertainment",8
recruitee,fourth,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Fourth",1
recruitee,framestore,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;garimpo-cgstudiomap.csv;garimpo-pdf-fontes.csv;index.html;personagem-quadros-1009.csv;processados.csv",casa-real,"Framestore",52
recruitee,grafischlyceumutrecht,coluna,nao,"censo-artstation-ats-1709.csv",homonimo,"Grafisch Lyceum Utrecht",1
recruitee,grip,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Grip",3
recruitee,headfirst,url,nao,"quadros-dominio-1609.csv",homonimo,"HeadFirst B.V.",25
recruitee,hiro,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,huuuge,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;fila-remotegamejobs-estudios.csv",casa-real,"Huuuge Games",7
recruitee,icon,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Icon Talent",2
recruitee,illuvium,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",vazio,"",0
recruitee,jump,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Jump",3
recruitee,knuddels,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Knuddels GmbH & Co. KG",5
recruitee,knuddelsgmbhcokg,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Knuddels GmbH & Co. KG",5
recruitee,landing,coluna,nao,"quadros-novos-1009.csv",vazio,"",0
recruitee,lucidgames,url,suspeito,"quadros-fora-censo-1209.csv;quadros-novos-wikidata-1509.csv;quadros-tt-rec-1545-1009.csv",casa-real,"Lucid Games",1
recruitee,matt,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Matt Sleeps",8
recruitee,meta,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Addis Ababa University",1
recruitee,million,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Million",2
recruitee,nimble,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Nimble",7
recruitee,opus,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"OPUS",29
recruitee,outbox,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Outbox",1
recruitee,parallel,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Parallel",6
recruitee,pebble,coluna,nao,"censo-artstation-ats-1709.csv",vazio,"",0
recruitee,pineapple,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",homonimo,"Pineapple Recruiting GmbH",20
recruitee,playrix,url,nao,"censo-boards-0709.csv;censo-boards-0809.csv;index.html",vazio,"",0
recruitee,playtestcloud,url,sim,"quadros-fora-censo-1209.csv;quadros-tt-rec-1545-1009.csv",casa-real,"PlaytestCloud GmbH",1
